name,main_category,category,price,min_price,max_price,tatemono_measure,min_tatemono_measure,max_tatemono_measure,tochi_measure,min_tochi_measure,max_tochi_measure,madori,main_madori,min_madori,max_madori,hikiwatashi,kanseijiki,floor,building,prefecture,city,adress,nearest_line,nearest_station,nearest_bus_station,bus_time,walk_time,url,latitude,longitude,year,month,date,chiku_nissu,chiku_nensu
千歳マンション 3180万円（2LDK）,中古マンション,中古マンション,3180,3180,3180,58.32,58.32,58.32,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1971年7月,4,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区南烏山３-13-15,京王線,芦花公園,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70769987/,35.6727496,139.6042747,1971,7,1971/7/1 0:00,18892,52
上北沢第２コーポラス 3180万円（2DK）,中古マンション,中古マンション,3180,3180,3180,50.22,50.22,50.22,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1971年1月,3,鉄骨8階建,東京都,世田谷区（69.7％）,東京都世田谷区上北沢４,京王線,八幡山,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71428470/,35.6696409,139.6219398,1971,1,1971/1/1 0:00,19073,52
第2千歳船橋ヒミコマンション 3180万円（2LDK）,中古マンション,中古マンション,3180,3180,3180,52.21,52.21,52.21,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1978年1月,2,RC6階建,東京都,世田谷区（69.7％）,東京都世田谷区船橋１,小田急線,千歳船橋,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70338457/,35.6494773,139.6209837,1978,1,1978/1/1 0:00,16516,45
ハイツ池ノ上 3180万円（2LDK）,中古マンション,中古マンション,3180,3180,3180,50.44,50.44,50.44,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1965年11月,4,SRC7階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区代沢１,京王井の頭線,池ノ上,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71641458/,35.6574644,139.676462,1965,11,1965/11/1 0:00,20960,57
上北沢第２コーポラス 3180万円（2LDK）,中古マンション,中古マンション,3180,3180,3180,50.22,50.22,50.22,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1971年1月,3,鉄骨8階建,東京都,世田谷区（69.7％）,東京都世田谷区上北沢４,京王線,八幡山,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71474386/,35.6696409,139.6219398,1971,1,1971/1/1 0:00,19073,52
第2千歳船橋ヒミコマンション 3180万円（2LDK）,中古マンション,中古マンション,3180,3180,3180,52.21,52.21,52.21,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1978年1月,2,RC6階建,東京都,世田谷区（69.7％）,東京都世田谷区船橋１-38-12,小田急線,千歳船橋,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70418701/,35.648694,139.618016,1978,1,1978/1/1 0:00,16516,45
千歳マンション 3180万円（2LDK）,中古マンション,中古マンション,3180,3180,3180,58.32,58.32,58.32,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1971年7月,4,RC7階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区南烏山３-13-15,京王線,千歳烏山,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70884390/,35.6727496,139.6042747,1971,7,1971/7/1 0:00,18892,52
上北沢第２コーポラス 3180万円（2DK）,中古マンション,中古マンション,3180,3180,3180,50.22,50.22,50.22,,,,2DK,2K/DK/LDK,2DK,2DK,即引渡可,1971年1月,3,鉄骨8階建,東京都,世田谷区（69.7％）,東京都世田谷区上北沢４,京王線,八幡山,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71513623/,35.6696409,139.6219398,1971,1,1971/1/1 0:00,19073,52
千歳マンション 3180万円（2LDK+S（納戸））,中古マンション,中古マンション,3180,3180,3180,58.32,58.32,58.32,,,,2LDK+S（納戸）,2K/DK/LDK,2LDK+S（納戸）,2LDK+S（納戸）,即引渡可,1971年7月,4,RC7階地下1階建一部RC,東京都,世田谷区（69.7％）,東京都世田谷区南烏山３-13-15,京王線,芦花公園,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70884189/,35.6727496,139.6042747,1971,7,1971/7/1 0:00,18892,52
ハイツ池ノ上 3180万円（2DK）,中古マンション,中古マンション,3180,3180,3180,50.44,50.44,50.44,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1965年11月,4,SRC7階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区代沢１-27-1,京王井の頭線,池ノ上,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71683728/,35.6553886,139.6754453,1965,11,1965/11/1 0:00,20960,57
上北沢第2コーポラス 3180万円（2LDK）,中古マンション,中古マンション,3180,3180,3180,50.22,50.22,50.22,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1971年1月,3,鉄骨8階建,東京都,世田谷区（69.7％）,東京都世田谷区上北沢４-30-10,京王線,八幡山,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71397700/,35.6708204,139.6185538,1971,1,1971/1/1 0:00,19073,52
千歳マンション 3180万円（2LDK）,中古マンション,中古マンション,3180,3180,3180,58.32,58.32,58.32,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1971年7月,4,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区南烏山３,京王線,芦花公園,,,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71261216/,35.67166,139.6063258,1971,7,1971/7/1 0:00,18892,52
上北沢第二コーポラス 3180万円（2LDK）,中古マンション,中古マンション,3180,3180,3180,50.22,50.22,50.22,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1971年1月,3,RC8階建,東京都,世田谷区（69.7％）,東京都世田谷区上北沢４,京王線,八幡山,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71690499/,35.6696409,139.6219398,1971,1,1971/1/1 0:00,19073,52
ライオンズマンション上馬 3180万円（2K）,中古マンション,中古マンション,3180,3180,3180,39.23,39.23,39.23,,,,2K,2K/DK/LDK,2K,2K,即引渡可,1977年6月,4,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区上馬１,東急田園都市線,三軒茶屋,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71445461/,35.6383248,139.6688067,1977,6,1977/6/1 0:00,16730,46
エバ世田谷 3270万円（2DK）,中古マンション,中古マンション,3270,3270,3270,44.69,44.69,44.69,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1987年12月,1,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４,東急世田谷線,世田谷,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71674121/,35.6454224,139.6522237,1987,12,1987/12/1 0:00,12895,35
ライオンズマンション上野毛第３ 3280万円（2LDK）,中古マンション,中古マンション,3280,3280,3280,49.73,49.73,49.73,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1984年10月,1,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区野毛３,東急田園都市線,二子玉川,,,16,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71411503/,35.6059947,139.6369204,1984,10,1984/10/1 0:00,14051,38
ハウス深沢 3280万円（2DK）,中古マンション,中古マンション,3280,3280,3280,47.66,47.66,47.66,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1979年10月,2,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区深沢８-10-11,東急田園都市線,桜新町,,,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71673337/,35.6268523,139.6442926,1979,10,1979/10/1 0:00,15878,43
古河松原マンション 3330万円（2LDK）,中古マンション,中古マンション,3330,3330,3330,45.4,45.4,45.4,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1971年4月,3,RC14階建,東京都,世田谷区（69.7％）,東京都世田谷区松原３,京王線,下高井戸,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71259547/,35.6655983,139.6439339,1971,4,1971/4/1 0:00,18983,52
桜新町ヒミコマンション 3330万円（2LDK）,中古マンション,中古マンション,3330,3330,3330,46.43,46.43,46.43,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1978年7月,1,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻４,東急田園都市線,桜新町,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97359366/,35.6347517,139.6413835,1978,7,1978/7/1 0:00,16335,45
チサンマンション北沢 3380万円（2K）,中古マンション,中古マンション,3380,3380,3380,42.14,42.14,42.14,,,,2K,2K/DK/LDK,2K,2K,相談,1970年9月,2,RC6階建,東京都,世田谷区（69.7％）,東京都世田谷区北沢１,小田急線,下北沢,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70205061/,35.6631253,139.6719963,1970,9,1970/9/1 0:00,19195,53
烏山南住宅 3380万円（2LDK+S（納戸））,中古マンション,中古マンション,3380,3380,3380,64.89,64.89,64.89,,,,2LDK+S（納戸）,2K/DK/LDK,2LDK+S（納戸）,2LDK+S（納戸）,相談,1971年1月,7,SRC11階建,東京都,世田谷区（69.7％）,東京都世田谷区南烏山２,京王線,芦花公園,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70313450/,35.6682212,139.6063258,1971,1,1971/1/1 0:00,19073,52
玉川コーポラス 3390万円（2LDK）,中古マンション,中古マンション,3390,3390,3390,66.68,66.68,66.68,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1967年4月,5,鉄骨7階建,東京都,世田谷区（69.7％）,東京都世田谷区中町５,東急田園都市線,用賀,,,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71296760/,35.620668,139.6420211,1967,4,1967/4/1 0:00,20444,56
ニックハイム砧 3398万円（2LDK）,中古マンション,中古マンション,3398,3398,3398,52.47,52.47,52.47,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1973年9月,6,RC8階建,東京都,世田谷区（69.7％）,東京都世田谷区砧１-10-4,小田急線,祖師ヶ谷大蔵,,,18,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71568516/,35.6355648,139.6169604,1973,9,1973/9/1 0:00,18099,50
フジタ野沢マンション 3398万円（2LDK）,中古マンション,中古マンション,3398,3398,3398,46.48,46.48,46.48,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1980年12月,1,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区野沢３-31-3,東急田園都市線,駒沢大学,,,14,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70929139/,35.6306777,139.6716375,1980,12,1980/12/1 0:00,15451,42
フジタ野沢マンション 3398万円（2LDK）,中古マンション,中古マンション,3398,3398,3398,46.48,46.48,46.48,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1980年12月,1,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区野沢３-31-3,東急東横線,学芸大学,,,18,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71227751/,35.6306777,139.6716375,1980,12,1980/12/1 0:00,15451,42
フジタ野沢マンション 3398万円（2LDK）,中古マンション,中古マンション,3398,3398,3398,46.48,46.48,46.48,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1980年12月,1,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区野沢３,東急田園都市線,駒沢大学,,,14,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71734905/,35.630562,139.6751861,1980,12,1980/12/1 0:00,15451,42
フジタ野沢マンション 3398万円（2LDK）,中古マンション,中古マンション,3398,3398,3398,46.48,46.48,46.48,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1980年12月,1,軽量鉄骨5階建,東京都,世田谷区（69.7％）,東京都世田谷区野沢３,東急田園都市線,駒沢大学,,,15,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71634921/,35.630562,139.6751861,1980,12,1980/12/1 0:00,15451,42
メゾン上野毛 3398万円（2LDK）,中古マンション,中古マンション,3398,3398,3398,54.95,54.95,54.95,,,,2LDK,2K/DK/LDK,2LDK,2LDK,2023年3月予定,1969年4月,3,SRC8階建一部SRC,東京都,世田谷区（69.7％）,東京都世田谷区上野毛１,東急大井町線,上野毛,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71518885/,35.6116105,139.6394707,1969,4,1969/4/1 0:00,19713,54
メゾン上野毛 3399万円（2LDK）,中古マンション,中古マンション,3399,3399,3399,54.85,54.85,54.85,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1969年4月,3,SRC8階建,東京都,世田谷区（69.7％）,東京都世田谷区上野毛１-19-1,東急大井町線,上野毛,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70007932/,35.613753,139.6407857,1969,4,1969/4/1 0:00,19713,54
メゾン上野毛 3399万円（2LDK）,中古マンション,中古マンション,3399,3399,3399,54.85,54.85,54.85,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1969年4月,3,SRC8階建,東京都,世田谷区（69.7％）,東京都世田谷区上野毛１-19-1,東急大井町線,上野毛,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70010105/,35.613753,139.6407857,1969,4,1969/4/1 0:00,19713,54
メゾン上野毛 3399万円（2LDK）,中古マンション,中古マンション,3399,3399,3399,54.85,54.85,54.85,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1969年4月,3,SRC8階建,東京都,世田谷区（69.7％）,東京都世田谷区上野毛１,東急大井町線,上野毛,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71711385/,35.6116105,139.6394707,1969,4,1969/4/1 0:00,19713,54
メゾン上野毛 3399万円（2LDK）,中古マンション,中古マンション,3399,3399,3399,54.85,54.85,54.85,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1969年4月,3,SRC8階建,東京都,世田谷区（69.7％）,東京都世田谷区上野毛１-１９－１,東急大井町線,上野毛,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70449655/,35.613753,139.6407857,1969,4,1969/4/1 0:00,19713,54
メゾン上野毛 3399万円（2LDK）,中古マンション,中古マンション,3399,3399,3399,54.85,54.85,54.85,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1969年4月,3,SRC8階建,東京都,世田谷区（69.7％）,東京都世田谷区上野毛１,東急大井町線,上野毛,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70006936/,35.6116105,139.6394707,1969,4,1969/4/1 0:00,19713,54
メゾン上野毛 3399万円（2LDK）,中古マンション,中古マンション,3399,3399,3399,54.85,54.85,54.85,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1969年4月,3,SRC8階建,東京都,世田谷区（69.7％）,東京都世田谷区上野毛１,東急大井町線,上野毛,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70411757/,35.6116105,139.6394707,1969,4,1969/4/1 0:00,19713,54
メゾン上野毛 3399万円（2LDK）,中古マンション,中古マンション,3399,3399,3399,54.85,54.85,54.85,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1969年4月,3,SRC8階建,東京都,世田谷区（69.7％）,東京都世田谷区上野毛１,東急大井町線,上野毛,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70090962/,35.6116105,139.6394707,1969,4,1969/4/1 0:00,19713,54
メナー代田 3400万円（2DK）,中古マンション,中古マンション,3400,3400,3400,35.92,35.92,35.92,,,,2DK,2K/DK/LDK,2DK,2DK,即引渡可,1983年1月,6,SRC7階建,東京都,世田谷区（69.7％）,東京都世田谷区代田３,小田急線,世田谷代田,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71205652/,35.6546742,139.6566879,1983,1,1983/1/1 0:00,14690,40
エーブル経堂 3480万円（2DK）,中古マンション,中古マンション,3480,3480,3480,40.29,40.29,40.29,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1985年10月,4,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂１,小田急線,経堂,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70997056/,35.6490736,139.6356453,1985,10,1985/10/1 0:00,13686,37
給田南住宅２号棟 3480万円（2DK+S（納戸））,中古マンション,中古マンション,3480,3480,3480,55.37,55.37,55.37,,,,2DK+S（納戸）,2K/DK/LDK,2DK+S（納戸）,2DK+S（納戸）,相談,1971年6月,1,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区給田２,京王線,千歳烏山,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71519119/,35.6647439,139.5948569,1971,6,1971/6/1 0:00,18922,52
上野毛日伸マンション 3480万円（2LDK）,中古マンション,中古マンション,3480,3480,3480,49.44,49.44,49.44,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1981年7月,2,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区上野毛１,東急大井町線,上野毛,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71077238/,35.6116105,139.6394707,1981,7,1981/7/1 0:00,15239,42
ウエスト経堂マンション 3480万円（2DK）,中古マンション,中古マンション,3480,3480,3480,44,44,44,,,,2DK,2K/DK/LDK,2DK,2DK,2023年1月,1973年11月,2,SRC9階建一部RC,東京都,世田谷区（69.7％）,東京都世田谷区赤堤３,小田急線,経堂,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71385505/,35.658128,139.6381955,1973,11,1973/11/1 0:00,18038,49
給田南住宅 3480万円（2DK+S（納戸））,中古マンション,中古マンション,3480,3480,3480,64.93,64.93,64.93,,,,2DK+S（納戸）,2K/DK/LDK,2DK+S（納戸）,2DK+S（納戸）,相談,1971年6月,1,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区給田２,京王線,千歳烏山,,,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71646192/,35.6647439,139.5948569,1971,6,1971/6/1 0:00,18922,52
ウエスト経堂マンション 3480万円（2DK）,中古マンション,中古マンション,3480,3480,3480,44,44,44,,,,2DK,2K/DK/LDK,2DK,2DK,即引渡可,1973年11月,2,SRC9階建一部RC,東京都,世田谷区（69.7％）,東京都世田谷区赤堤３,小田急線,経堂,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71636633/,35.658128,139.6381955,1973,11,1973/11/1 0:00,18038,49
エーブル経堂 3480万円（2DK）,中古マンション,中古マンション,3480,3480,3480,40.29,40.29,40.29,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1985年10月,4,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂１,小田急線,経堂,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70941597/,35.6490736,139.6356453,1985,10,1985/10/1 0:00,13686,37
エーブル経堂 3480万円（2DK）,中古マンション,中古マンション,3480,3480,3480,40.29,40.29,40.29,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1985年10月,4,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂１,小田急線,経堂,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71015332/,35.6490736,139.6356453,1985,10,1985/10/1 0:00,13686,37
千歳船橋ハイム 3488万円（2LDK）,中古マンション,中古マンション,3488,3488,3488,52.53,52.53,52.53,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1973年6月,2,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂４-10-15,小田急線,千歳船橋,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71309560/,35.6473586,139.6269794,1973,6,1973/6/1 0:00,18191,50
グランドメゾン駒沢 3490万円（2LDK）,中古マンション,中古マンション,3490,3490,3490,50.45,50.45,50.45,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1980年2月,9,RC10階建,東京都,世田谷区（69.7％）,東京都世田谷区駒沢２,東急田園都市線,駒沢大学,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71038031/,35.6348555,139.6573257,1980,2,1980/2/1 0:00,15755,43
弦巻ハイコーポ 3490万円（2DK）,中古マンション,中古マンション,3490,3490,3490,52.7,52.7,52.7,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1969年3月,4,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻４,東急田園都市線,桜新町,,,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70941689/,35.6347517,139.6413835,1969,3,1969/3/1 0:00,19744,54
馬事公苑前ハイム　２号棟 3490万円（2LDK）,中古マンション,中古マンション,3490,3490,3490,70.35,70.35,70.35,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1968年9月,9,RC11階建,東京都,世田谷区（69.7％）,東京都世田谷区上用賀２,東急田園都市線,用賀,,,19,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71274388/,35.6377247,139.6330952,1968,9,1968/9/1 0:00,19925,55
フジタ野沢マンション 3498万円（2LDK）,中古マンション,中古マンション,3498,3498,3498,46.48,46.48,46.48,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1980年12月,1,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区野沢３-31-3,東急田園都市線,駒沢大学,,,14,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71507288/,35.6306777,139.6716375,1980,12,1980/12/1 0:00,15451,42
世田谷第２オリンピックマンション 3498万円（2DK）,中古マンション,中古マンション,3498,3498,3498,42.33,42.33,42.33,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1981年4月,1,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４,東急世田谷線,世田谷,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70387494/,35.6454224,139.6522237,1981,4,1981/4/1 0:00,15330,42
ハヤマビル 3499万円（2LDK）,中古マンション,中古マンション,3499,3499,3499,66.79,66.79,66.79,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1968年12月,10,SRC10階建,東京都,世田谷区（69.7％）,東京都世田谷区代田４,小田急線,世田谷代田,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70264421/,35.6592622,139.6566879,1968,12,1968/12/1 0:00,19834,54
ハヤマビル 3499万円（2LDK）,中古マンション,中古マンション,3499,3499,3499,66.79,66.79,66.79,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1968年12月,9,SRC10階建,東京都,世田谷区（69.7％）,東京都世田谷区代田４,小田急線,世田谷代田,,,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_98488397/,35.6592622,139.6566879,1968,12,1968/12/1 0:00,19834,54
メゾン上野毛 3499万円（2LDK）,中古マンション,中古マンション,3499,3499,3499,54.85,54.85,54.85,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1969年4月,3,SRC8階建,東京都,世田谷区（69.7％）,東京都世田谷区上野毛１-19－1,東急大井町線,上野毛,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71727945/,35.613753,139.6407857,1969,4,1969/4/1 0:00,19713,54
メゾン上野毛 3499万円（2LDK）,中古マンション,中古マンション,3499,3499,3499,54.85,54.85,54.85,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1969年4月,3,RC8階建,東京都,世田谷区（69.7％）,東京都世田谷区上野毛１,東急大井町線,上野毛,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71196478/,35.6116105,139.6394707,1969,4,1969/4/1 0:00,19713,54
メゾン上野毛 3499万円（2LDK）,中古マンション,中古マンション,3499,3499,3499,54.85,54.85,54.85,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1969年4月,3,SRC8階建,東京都,世田谷区（69.7％）,東京都世田谷区上野毛１,東急大井町線,上野毛,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70434131/,35.6116105,139.6394707,1969,4,1969/4/1 0:00,19713,54
ハヤマビル 3499万円（2DK）,中古マンション,中古マンション,3499,3499,3499,62.09,62.09,62.09,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1968年12月,9,SRC10階建,東京都,世田谷区（69.7％）,東京都世田谷区代田４,小田急線,世田谷代田,,,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70364108/,35.6592622,139.6566879,1968,12,1968/12/1 0:00,19834,54
ルナパーク三軒茶屋 3580万円（2DK）,中古マンション,中古マンション,3580,3580,3580,45.36,45.36,45.36,,,,2DK,2K/DK/LDK,2DK,2DK,即引渡可,1984年3月,3,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区三軒茶屋２,東急田園都市線,三軒茶屋,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71664522/,35.6413753,139.6649795,1984,3,1984/3/1 0:00,14265,39
ハイツ太子堂 3580万円（2LDK）,中古マンション,中古マンション,3580,3580,3580,61.65,61.65,61.65,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1971年8月,4,RC8階建,東京都,世田谷区（69.7％）,東京都世田谷区太子堂４,東急田園都市線,三軒茶屋,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71463300/,35.6446958,139.667531,1971,8,1971/8/1 0:00,18861,52
上北沢ヒミコマンション 3580万円（2LDK）,中古マンション,中古マンション,3580,3580,3580,56.16,56.16,56.16,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1979年4月,3,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区上北沢５,京王線,八幡山,,,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71418894/,35.672844,139.6177969,1979,4,1979/4/1 0:00,16061,44
秀和祐天寺レジデンス 3590万円（2LDK）,中古マンション,中古マンション,3590,3590,3590,50.97,50.97,50.97,,,,2LDK,2K/DK/LDK,2LDK,2LDK,契約後6ヶ月,1969年10月,1,RC8階建,東京都,世田谷区（69.7％）,東京都世田谷区下馬５,東急東横線,祐天寺,,,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70713085/,35.6351037,139.6822041,1969,10,1969/10/1 0:00,19530,53
ニックハイム砧 3590万円（2LDK）,中古マンション,中古マンション,3590,3590,3590,52.47,52.47,52.47,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1973年9月,6,RC8階建,東京都,世田谷区（69.7％）,東京都世田谷区砧１,小田急線,祖師ヶ谷大蔵,,,18,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71287250/,35.6369827,139.6184342,1973,9,1973/9/1 0:00,18099,50
成城アンバサダー 3590万円（2LDK+S（納戸））,中古マンション,中古マンション,3590,3590,3590,57.57,57.57,57.57,,,,2LDK+S（納戸）,2K/DK/LDK,2LDK+S（納戸）,2LDK+S（納戸）,相談,1976年6月,1,RC6階建,東京都,世田谷区（69.7％）,東京都世田谷区成城９-28-8,小田急線,成城学園前,,,17,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71473478/,35.6508647,139.5936623,1976,6,1976/6/1 0:00,17095,47
